	chr	start	end	gene_id
ENSG00000237301	1	15603625	15603626	ENSG00000237301
ENSG00000235084	1	15604596	15604597	ENSG00000235084
ENSG00000252417	1	15608144	15608145	ENSG00000252417
ENSG00000236500	1	15614866	15614867	ENSG00000236500
ENSG00000197312	1	15617457	15617458	ENSG00000197312
ENSG00000215695	1	15659868	15659869	ENSG00000215695
ENSG00000271742	1	15683127	15683128	ENSG00000271742
ENSG00000116786	1	15684319	15684320	ENSG00000116786
ENSG00000162461	1	15736257	15736258	ENSG00000162461
ENSG00000237938	1	15736895	15736896	ENSG00000237938
ENSG00000162460	1	15742498	15742499	ENSG00000162460
ENSG00000224459	1	15749895	15749896	ENSG00000224459
ENSG00000162458	1	15756606	15756607	ENSG00000162458
ENSG00000224321	1	15792795	15792796	ENSG00000224321
ENSG00000233954	1	15809347	15809348	ENSG00000233954
ENSG00000178715	1	15828231	15828232	ENSG00000178715
ENSG00000065526	1	15847706	15847707	ENSG00000065526
ENSG00000179743	1	15848146	15848147	ENSG00000179743
ENSG00000270620	1	15917907	15917908	ENSG00000270620
ENSG00000234607	1	15969631	15969632	ENSG00000234607
ENSG00000116809	1	15976131	15976132	ENSG00000116809
ENSG00000231353	1	15988181	15988182	ENSG00000231353
ENSG00000275503	1	15989374	15989375	ENSG00000275503
ENSG00000224966	1	15989870	15989871	ENSG00000224966
ENSG00000183888	1	16004235	16004236	ENSG00000183888
ENSG00000233078	1	16006670	16006671	ENSG00000233078
ENSG00000186510	1	16018874	16018875	ENSG00000186510
ENSG00000173641	1	16019593	16019594	ENSG00000173641
ENSG00000232456	1	16040028	16040029	ENSG00000232456
ENSG00000184908	1	16043735	16043736	ENSG00000184908
ENSG00000185519	1	16073650	16073651	ENSG00000185519
ENSG00000227959	1	16155210	16155211	ENSG00000227959
ENSG00000142627	1	16156068	16156069	ENSG00000142627
ENSG00000224621	1	16159265	16159266	ENSG00000224621
ENSG00000234166	1	16197853	16197854	ENSG00000234166
ENSG00000142632	1	16212651	16212652	ENSG00000142632
ENSG00000237276	1	16228026	16228027	ENSG00000237276
ENSG00000132881	1	16237182	16237183	ENSG00000132881
ENSG00000233929	1	16241397	16241398	ENSG00000233929
ENSG00000037637	1	16352479	16352480	ENSG00000037637
ENSG00000055070	1	16352574	16352575	ENSG00000055070
ENSG00000226457	1	16369529	16369530	ENSG00000226457
ENSG00000187144	1	16437423	16437424	ENSG00000187144
ENSG00000157191	1	16440720	16440721	ENSG00000157191
ENSG00000226029	1	16460947	16460948	ENSG00000226029
ENSG00000080947	1	16499256	16499257	ENSG00000080947
ENSG00000206652	1	16514284	16514285	ENSG00000206652
ENSG00000261135	1	16514644	16514645	ENSG00000261135
ENSG00000285853	1	16515033	16515034	ENSG00000285853
ENSG00000224174	1	16520693	16520694	ENSG00000224174
ENSG00000277344	1	16534223	16534224	ENSG00000277344
ENSG00000233421	1	16536171	16536172	ENSG00000233421
ENSG00000225710	1	16552530	16552531	ENSG00000225710
ENSG00000219481	1	16613561	16613562	ENSG00000219481
ENSG00000271732	1	16617390	16617391	ENSG00000271732
ENSG00000283773	1	16643108	16643109	ENSG00000283773
ENSG00000186301	1	16645621	16645622	ENSG00000186301
ENSG00000282143	1	16656878	16656879	ENSG00000282143
ENSG00000215908	1	16657231	16657232	ENSG00000215908
ENSG00000207513	1	16666947	16666948	ENSG00000207513
ENSG00000236698	1	16686054	16686055	ENSG00000236698
ENSG00000280114	1	16688748	16688749	ENSG00000280114
ENSG00000279151	1	16701545	16701546	ENSG00000279151
ENSG00000268869	1	16720156	16720157	ENSG00000268869
ENSG00000058453	1	16740272	16740273	ENSG00000058453
ENSG00000227684	1	16740279	16740280	ENSG00000227684
ENSG00000207389	1	16740515	16740516	ENSG00000207389
ENSG00000282740	1	16750588	16750589	ENSG00000282740
ENSG00000186715	1	16770236	16770237	ENSG00000186715
ENSG00000223643	1	16853128	16853129	ENSG00000223643
ENSG00000230239	1	16855406	16855407	ENSG00000230239
ENSG00000263811	1	16859020	16859021	ENSG00000263811
ENSG00000228549	1	16870944	16870945	ENSG00000228549
ENSG00000277234	1	16873707	16873708	ENSG00000277234
ENSG00000235241	1	16889094	16889095	ENSG00000235241
ENSG00000238142	1	16889648	16889649	ENSG00000238142
ENSG00000207005	1	16895979	16895980	ENSG00000207005
ENSG00000272426	1	16904775	16904776	ENSG00000272426
ENSG00000226526	1	16978925	16978926	ENSG00000226526
ENSG00000117122	1	16980834	16980835	ENSG00000117122
ENSG00000159363	1	17011927	17011928	ENSG00000159363
ENSG00000117118	1	17054169	17054170	ENSG00000117118
ENSG00000117115	1	17119450	17119451	ENSG00000117115
ENSG00000204362	1	17189782	17189783	ENSG00000204362
ENSG00000282843	1	17201732	17201733	ENSG00000282843
ENSG00000142623	1	17205127	17205128	ENSG00000142623
ENSG00000142619	1	17249097	17249098	ENSG00000142619
ENSG00000266634	1	17277888	17277889	ENSG00000266634
ENSG00000159339	1	17308194	17308195	ENSG00000159339
ENSG00000276747	1	17372195	17372196	ENSG00000276747
ENSG00000227751	1	17406759	17406760	ENSG00000227751
ENSG00000179051	1	17439676	17439677	ENSG00000179051
ENSG00000074964	1	17539697	17539698	ENSG00000074964
ENSG00000236648	1	17717686	17717687	ENSG00000236648
ENSG00000117148	1	17755332	17755333	ENSG00000117148
ENSG00000284653	1	18015711	18015712	ENSG00000284653
ENSG00000261781	1	18065656	18065657	ENSG00000261781
ENSG00000117154	1	18107797	18107798	ENSG00000117154
ENSG00000280222	1	18109388	18109389	ENSG00000280222
ENSG00000230035	1	18179345	18179346	ENSG00000230035
ENSG00000225387	1	18385828	18385829	ENSG00000225387
ENSG00000179023	1	18480981	18480982	ENSG00000179023
ENSG00000235282	1	18513117	18513118	ENSG00000235282
ENSG00000225478	1	18595413	18595414	ENSG00000225478
ENSG00000009709	1	18630845	18630846	ENSG00000009709
ENSG00000179002	1	18859681	18859682	ENSG00000179002
ENSG00000265606	1	18883274	18883275	ENSG00000265606
ENSG00000221662	1	18897147	18897148	ENSG00000221662
ENSG00000159423	1	18902723	18902724	ENSG00000159423
ENSG00000255275	1	18921120	18921121	ENSG00000255275
ENSG00000169991	1	18956675	18956676	ENSG00000169991
ENSG00000272084	1	19075510	19075511	ENSG00000272084
ENSG00000127481	1	19210265	19210266	ENSG00000127481
ENSG00000230424	1	19210500	19210501	ENSG00000230424
ENSG00000127463	1	19251526	19251527	ENSG00000127463
ENSG00000053372	1	19251804	19251805	ENSG00000053372
ENSG00000286064	1	19262306	19262307	ENSG00000286064
ENSG00000211454	1	19274193	19274194	ENSG00000211454
ENSG00000162482	1	19288769	19288770	ENSG00000162482
ENSG00000270728	1	19297079	19297080	ENSG00000270728
ENSG00000200403	1	19305181	19305182	ENSG00000200403
ENSG00000053371	1	19312145	19312146	ENSG00000053371
ENSG00000040487	1	19312325	19312326	ENSG00000040487
ENSG00000240490	1	19424383	19424384	ENSG00000240490
ENSG00000173436	1	19484402	19484403	ENSG00000173436
ENSG00000077549	1	19485538	19485539	ENSG00000077549
ENSG00000201609	1	19510592	19510593	ENSG00000201609
ENSG00000235185	1	19596831	19596832	ENSG00000235185
ENSG00000158747	1	19596978	19596979	ENSG00000158747
ENSG00000270136	1	19597066	19597067	ENSG00000270136
ENSG00000226396	1	19608113	19608114	ENSG00000226396
ENSG00000158748	1	19664874	19664875	ENSG00000158748
ENSG00000162542	1	19799944	19799945	ENSG00000162542
ENSG00000235434	1	19814366	19814367	ENSG00000235434
ENSG00000178828	1	19815282	19815283	ENSG00000178828
ENSG00000169914	1	19882394	19882395	ENSG00000169914
ENSG00000188784	1	19923616	19923617	ENSG00000188784
ENSG00000242688	1	19970968	19970969	ENSG00000242688
ENSG00000188257	1	19980415	19980416	ENSG00000188257
ENSG00000127472	1	20028178	20028179	ENSG00000127472
ENSG00000117215	1	20119565	20119566	ENSG00000117215
ENSG00000158786	1	20139325	20139326	ENSG00000158786
ENSG00000227066	1	20154337	20154338	ENSG00000227066
ENSG00000187980	1	20177423	20177424	ENSG00000187980
ENSG00000162543	1	20186095	20186096	ENSG00000162543
ENSG00000225986	1	20186485	20186486	ENSG00000225986
ENSG00000228105	1	20243094	20243095	ENSG00000228105
ENSG00000284710	1	20272017	20272018	ENSG00000284710
ENSG00000158816	1	20290918	20290919	ENSG00000158816
ENSG00000226664	1	20323186	20323187	ENSG00000226664
ENSG00000226487	1	20413252	20413253	ENSG00000226487
ENSG00000236963	1	20431233	20431234	ENSG00000236963
ENSG00000284641	1	20476221	20476222	ENSG00000284641
ENSG00000284743	1	20480396	20480397	ENSG00000284743
ENSG00000162545	1	20486209	20486210	ENSG00000162545
ENSG00000090432	1	20508150	20508151	ENSG00000090432
ENSG00000215520	1	20525988	20525989	ENSG00000215520
ENSG00000183114	1	20552572	20552573	ENSG00000183114
ENSG00000158825	1	20589085	20589086	ENSG00000158825
ENSG00000158828	1	20633457	20633458	ENSG00000158828
ENSG00000284005	1	20633678	20633679	ENSG00000284005
ENSG00000117242	1	20652192	20652193	ENSG00000117242
ENSG00000244038	1	20661543	20661544	ENSG00000244038
ENSG00000235432	1	20694012	20694013	ENSG00000235432
ENSG00000117245	1	20718016	20718017	ENSG00000117245
ENSG00000189410	1	20732836	20732837	ENSG00000189410
ENSG00000233069	1	20732879	20732880	ENSG00000233069
ENSG00000127483	1	20787322	20787323	ENSG00000127483
ENSG00000251914	1	20841240	20841241	ENSG00000251914
ENSG00000221808	1	20988431	20988432	ENSG00000221808
ENSG00000233072	1	21003933	21003934	ENSG00000233072
ENSG00000236073	1	21073752	21073753	ENSG00000236073
ENSG00000235112	1	21161474	21161475	ENSG00000235112
ENSG00000075151	1	21176887	21176888	ENSG00000075151
ENSG00000236936	1	21266081	21266082	ENSG00000236936
ENSG00000231105	1	21293289	21293290	ENSG00000231105
ENSG00000117298	1	21345571	21345572	ENSG00000117298
ENSG00000236216	1	21397986	21397987	ENSG00000236216
ENSG00000228823	1	21413292	21413293	ENSG00000228823
ENSG00000236009	1	21415897	21415898	ENSG00000236009
ENSG00000227001	1	21427966	21427967	ENSG00000227001
ENSG00000187952	1	21428302	21428303	ENSG00000187952
ENSG00000186543	1	21434317	21434318	ENSG00000186543
ENSG00000142794	1	21440127	21440128	ENSG00000142794
ENSG00000176378	1	21460081	21460082	ENSG00000176378
ENSG00000162551	1	21509396	21509397	ENSG00000162551
ENSG00000233431	1	21586471	21586472	ENSG00000233431
ENSG00000076864	1	21669362	21669363	ENSG00000076864
ENSG00000231978	1	21768268	21768269	ENSG00000231978
ENSG00000090686	1	21783605	21783606	ENSG00000090686
ENSG00000187942	1	21812264	21812265	ENSG00000187942
ENSG00000232037	1	21908097	21908098	ENSG00000232037
ENSG00000142798	1	21937309	21937310	ENSG00000142798
ENSG00000283234	1	21956870	21956871	ENSG00000283234
ENSG00000219073	1	21977020	21977021	ENSG00000219073
ENSG00000285959	1	21983605	21983606	ENSG00000285959
ENSG00000273610	1	21987480	21987481	ENSG00000273610
ENSG00000201919	1	21987815	21987816	ENSG00000201919
ENSG00000142789	1	22001655	22001656	ENSG00000142789
ENSG00000278124	1	22010649	22010650	ENSG00000278124
ENSG00000201273	1	22010984	22010985	ENSG00000201273
ENSG00000218510	1	22024557	22024558	ENSG00000218510
ENSG00000070831	1	22025510	22025511	ENSG00000070831
ENSG00000228397	1	22026047	22026048	ENSG00000228397
ENSG00000285794	1	22030526	22030527	ENSG00000285794
ENSG00000285752	1	22052926	22052927	ENSG00000285752
ENSG00000230068	1	22059196	22059197	ENSG00000230068
ENSG00000271428	1	22068826	22068827	ENSG00000271428
ENSG00000285873	1	22142849	22142850	ENSG00000285873
ENSG00000162552	1	22143968	22143969	ENSG00000162552
ENSG00000266564	1	22266238	22266239	ENSG00000266564
ENSG00000234397	1	22323330	22323331	ENSG00000234397
ENSG00000279625	1	22366481	22366482	ENSG00000279625
ENSG00000184677	1	22428837	22428838	ENSG00000184677
ENSG00000237200	1	22517473	22517474	ENSG00000237200
ENSG00000070886	1	22563488	22563489	ENSG00000070886
ENSG00000276835	1	22633365	22633366	ENSG00000276835
ENSG00000173372	1	22636627	22636628	ENSG00000173372
ENSG00000159189	1	22643632	22643633	ENSG00000159189
ENSG00000173369	1	22652761	22652762	ENSG00000173369
ENSG00000133216	1	22710838	22710839	ENSG00000133216
ENSG00000265422	1	22719516	22719517	ENSG00000265422
ENSG00000225952	1	22836848	22836849	ENSG00000225952
ENSG00000264014	1	22863225	22863226	ENSG00000264014
ENSG00000215906	1	22965337	22965338	ENSG00000215906
ENSG00000227868	1	23015851	23015852	ENSG00000227868
ENSG00000004487	1	23019442	23019443	ENSG00000004487
ENSG00000263793	1	23044304	23044305	ENSG00000263793
ENSG00000266802	1	23057933	23057934	ENSG00000266802
ENSG00000240553	1	23088057	23088058	ENSG00000240553
ENSG00000229010	1	23140324	23140325	ENSG00000229010
ENSG00000206935	1	23162703	23162704	ENSG00000206935
ENSG00000252578	1	23163952	23163953	ENSG00000252578
ENSG00000169641	1	23177807	23177808	ENSG00000169641
ENSG00000179546	1	23194728	23194729	ENSG00000179546
ENSG00000215381	1	23244764	23244765	ENSG00000215381
ENSG00000261326	1	23286751	23286752	ENSG00000261326
ENSG00000284726	1	23297796	23297797	ENSG00000284726
ENSG00000125944	1	23344335	23344336	ENSG00000125944
ENSG00000249087	1	23368996	23368997	ENSG00000249087
ENSG00000125945	1	23369835	23369836	ENSG00000125945
ENSG00000201405	1	23370253	23370254	ENSG00000201405
ENSG00000271420	1	23379028	23379029	ENSG00000271420
ENSG00000232482	1	23410831	23410832	ENSG00000232482
ENSG00000204219	1	23424739	23424740	ENSG00000204219
ENSG00000088280	1	23484567	23484568	ENSG00000088280
ENSG00000007968	1	23531232	23531233	ENSG00000007968
ENSG00000235052	1	23550914	23550915	ENSG00000235052
ENSG00000117318	1	23559500	23559501	ENSG00000117318
ENSG00000197880	1	23581494	23581495	ENSG00000197880
ENSG00000285802	1	23593620	23593621	ENSG00000285802
ENSG00000229239	1	23670293	23670294	ENSG00000229239
ENSG00000142676	1	23691741	23691742	ENSG00000142676
ENSG00000011007	1	23743154	23743155	ENSG00000011007
ENSG00000236810	1	23778286	23778287	ENSG00000236810
ENSG00000057757	1	23778417	23778418	ENSG00000057757
ENSG00000011009	1	23791144	23791145	ENSG00000011009
ENSG00000117308	1	23800780	23800781	ENSG00000117308
ENSG00000117305	1	23838619	23838620	ENSG00000117305
ENSG00000179163	1	23868293	23868294	ENSG00000179163
ENSG00000229106	1	23902736	23902737	ENSG00000229106
ENSG00000232557	1	23907110	23907111	ENSG00000232557
ENSG00000188822	1	23913361	23913362	ENSG00000188822
ENSG00000264926	1	23929069	23929070	ENSG00000264926
ENSG00000230228	1	23949382	23949383	ENSG00000230228
ENSG00000189266	1	23956838	23956839	ENSG00000189266
ENSG00000188529	1	23980926	23980927	ENSG00000188529
ENSG00000215905	1	24008518	24008519	ENSG00000215905
ENSG00000225315	1	24040834	24040835	ENSG00000225315
ENSG00000230703	1	24066773	24066774	ENSG00000230703
ENSG00000142661	1	24112134	24112135	ENSG00000142661
ENSG00000142677	1	24143139	24143140	ENSG00000142677
ENSG00000185436	1	24187958	24187959	ENSG00000185436
ENSG00000230023	1	24200239	24200240	ENSG00000230023
ENSG00000158055	1	24319321	24319322	ENSG00000158055
ENSG00000232298	1	24321900	24321901	ENSG00000232298
ENSG00000001461	1	24415801	24415802	ENSG00000001461
ENSG00000001460	1	24416933	24416934	ENSG00000001460
ENSG00000117602	1	24502350	24502351	ENSG00000117602
ENSG00000286061	1	24535399	24535400	ENSG00000286061
ENSG00000264443	1	24556023	24556024	ENSG00000264443
ENSG00000184454	1	24556086	24556087	ENSG00000184454
ENSG00000227312	1	24563626	24563627	ENSG00000227312
ENSG00000239106	1	24625512	24625513	ENSG00000239106
ENSG00000133226	1	24631715	24631716	ENSG00000133226
ENSG00000284699	1	24704893	24704894	ENSG00000284699
ENSG00000169504	1	24745381	24745382	ENSG00000169504
ENSG00000238482	1	24777978	24777979	ENSG00000238482
ENSG00000278034	1	24919415	24919416	ENSG00000278034
ENSG00000229162	1	24961344	24961345	ENSG00000229162
ENSG00000020633	1	24965120	24965121	ENSG00000020633
ENSG00000261025	1	24970864	24970865	ENSG00000261025
ENSG00000264371	1	25023502	25023503	ENSG00000264371
ENSG00000285823	1	25041135	25041136	ENSG00000285823
ENSG00000233755	1	25113119	25113120	ENSG00000233755
ENSG00000233419	1	25125453	25125454	ENSG00000233419
ENSG00000231953	1	25208138	25208139	ENSG00000231953
ENSG00000117614	1	25232501	25232502	ENSG00000117614
ENSG00000284602	1	25232585	25232586	ENSG00000284602
ENSG00000284657	1	25239493	25239494	ENSG00000284657
ENSG00000272432	1	25247836	25247837	ENSG00000272432
ENSG00000261349	1	25267135	25267136	ENSG00000261349
ENSG00000187010	1	25272392	25272393	ENSG00000187010
ENSG00000224183	1	25294642	25294643	ENSG00000224183
ENSG00000259984	1	25337464	25337465	ENSG00000259984
ENSG00000117616	1	25338212	25338213	ENSG00000117616
ENSG00000183726	1	25338316	25338317	ENSG00000183726
ENSG00000238084	1	25398720	25398721	ENSG00000238084
ENSG00000188672	1	25430191	25430192	ENSG00000188672
ENSG00000204178	1	25430857	25430858	ENSG00000204178
ENSG00000157978	1	25543579	25543580	ENSG00000157978
ENSG00000225643	1	25581477	25581478	ENSG00000225643
ENSG00000117643	1	25617467	25617468	ENSG00000117643
ENSG00000233478	1	25659110	25659111	ENSG00000233478
ENSG00000162430	1	25800175	25800176	ENSG00000162430
ENSG00000255054	1	25811469	25811470	ENSG00000255054
ENSG00000117640	1	25818639	25818640	ENSG00000117640
ENSG00000228172	1	25820796	25820797	ENSG00000228172
ENSG00000272478	1	25832133	25832134	ENSG00000272478
ENSG00000127423	1	25859457	25859458	ENSG00000127423
ENSG00000236528	1	25859612	25859613	ENSG00000236528
ENSG00000182749	1	25871252	25871253	ENSG00000182749
ENSG00000207302	1	25877495	25877496	ENSG00000207302
ENSG00000229786	1	25887359	25887360	ENSG00000229786
ENSG00000223624	1	25888969	25888970	ENSG00000223624
ENSG00000283938	1	25906453	25906454	ENSG00000283938
ENSG00000117632	1	25906990	25906991	ENSG00000117632
ENSG00000207237	1	25964196	25964197	ENSG00000207237
ENSG00000158006	1	25998116	25998117	ENSG00000158006
ENSG00000252190	1	26006005	26006006	ENSG00000252190
ENSG00000252691	1	26006215	26006216	ENSG00000252691
ENSG00000158008	1	26019883	26019884	ENSG00000158008
ENSG00000158014	1	26046132	26046133	ENSG00000158014
ENSG00000284309	1	26046664	26046665	ENSG00000284309
ENSG00000158022	1	26068435	26068436	ENSG00000158022
ENSG00000175087	1	26111164	26111165	ENSG00000175087
ENSG00000197245	1	26159078	26159079	ENSG00000197245
ENSG00000282872	1	26168580	26168581	ENSG00000282872
ENSG00000142684	1	26169907	26169908	ENSG00000142684
ENSG00000236782	1	26171830	26171831	ENSG00000236782
ENSG00000142675	1	26177483	26177484	ENSG00000142675
ENSG00000188782	1	26190560	26190561	ENSG00000188782
ENSG00000236155	1	26209740	26209741	ENSG00000236155
ENSG00000278572	1	26220475	26220476	ENSG00000278572
ENSG00000130695	1	26234199	26234200	ENSG00000130695
ENSG00000270733	1	26263397	26263398	ENSG00000270733
ENSG00000142669	1	26280085	26280086	ENSG00000142669
ENSG00000169442	1	26317957	26317958	ENSG00000169442
ENSG00000158062	1	26318362	26318363	ENSG00000158062
ENSG00000225854	1	26326687	26326688	ENSG00000225854
ENSG00000176092	1	26360079	26360080	ENSG00000176092
ENSG00000176083	1	26374521	26374522	ENSG00000176083
ENSG00000131914	1	26410816	26410817	ENSG00000131914
ENSG00000117682	1	26432281	26432282	ENSG00000117682
ENSG00000223583	1	26455186	26455187	ENSG00000223583
ENSG00000225891	1	26467281	26467282	ENSG00000225891
ENSG00000198830	1	26472439	26472440	ENSG00000198830
ENSG00000224129	1	26520249	26520250	ENSG00000224129
ENSG00000117676	1	26529760	26529761	ENSG00000117676
ENSG00000238705	1	26554541	26554542	ENSG00000238705
ENSG00000243905	1	26593545	26593546	ENSG00000243905
ENSG00000252802	1	26594040	26594041	ENSG00000252802
ENSG00000252429	1	26602431	26602432	ENSG00000252429
ENSG00000229247	1	26640613	26640614	ENSG00000229247
ENSG00000238316	1	26642388	26642389	ENSG00000238316
ENSG00000235069	1	26647446	26647447	ENSG00000235069
ENSG00000117713	1	26693235	26693236	ENSG00000117713
ENSG00000260063	1	26694130	26694131	ENSG00000260063
ENSG00000060642	1	26787471	26787472	ENSG00000060642
ENSG00000241188	1	26814821	26814822	ENSG00000241188
ENSG00000204160	1	26826687	26826688	ENSG00000204160
ENSG00000175793	1	26863148	26863149	ENSG00000175793
ENSG00000226698	1	26876132	26876133	ENSG00000226698
ENSG00000142751	1	26890282	26890283	ENSG00000142751
ENSG00000090273	1	26900237	26900238	ENSG00000090273
ENSG00000198746	1	26900466	26900467	ENSG00000198746
ENSG00000131910	1	26913974	26913975	ENSG00000131910
ENSG00000175707	1	26960467	26960468	ENSG00000175707
